ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Total_Purchases,Average_Order_Value,Family_Size,Is_Parent,Campaign_Acceptance,Customer_Tenure_Days,Customer_Lifetime_Value,Days_Since_Last_Purchase,Purchase_Frequency,Age_Group,Customer_Year,Customer_Month,Customer_YearMonth,Cluster,Segment_Label,Previous_Campaign_Acceptance,Predicted_Response,Response_Probability,Top_Recommended_Category,Recommendation_Score,Personalized_AOV_Uplift_Proxy
9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,76,64,4,16.0,4,1,0,692,64,92,0.005772005772005772,70+,2012,8,2012-08,0,Budget Browsers,0,0,0.17886351784415877,Wines,9.899999999999999,0.49499999999999994
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,65,32,4,8.0,3,1,0,226,32,2,0.01762114537444934,61-70,2013,11,2013-11,0,Budget Browsers,0,0,0.25464172798408463,Meat Products,1.9000000000000004,0.09500000000000003
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,36,263,8,32.875,2,0,0,547,263,6,0.014598540145985401,30-40,2012,12,2012-12,0,Budget Browsers,0,0,0.3823220543975168,Wines,114.94999999999999,5.7475
5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,41,1445,19,76.05263157894737,3,1,0,674,1445,66,0.028148148148148148,41-50,2012,8,2012-08,2,Family-Oriented Regular Customers,0,0,0.46461862203964976,Meat Products,73.30000000000001,3.665000000000001
10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,70,46,4,11.5,3,1,0,373,46,49,0.0106951871657754,61-70,2013,6,2013-06,0,Budget Browsers,0,0,0.12305279463544831,Fruits,0.15,0.0075
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,73,1210,26,46.53846153846154,1,0,0,599,1210,29,0.043333333333333335,70+,2012,11,2012-11,2,Family-Oriented Regular Customers,0,1,0.6414394832496817,Wines,189.10000000000002,9.455000000000002
10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,50,945,23,41.08695652173913,3,1,0,209,945,77,0.10952380952380952,41-50,2013,12,2013-12,2,Family-Oriented Regular Customers,0,0,0.008677070247986316,Wines,68.64999999999998,3.432499999999999
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,37,1157,21,55.095238095238095,1,0,0,345,1157,77,0.06069364161849711,30-40,2013,7,2013-07,1,High-Value Loyalists,0,0,0.1560367222019883,Wines,99.25,4.9625
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,34,137,7,19.571428571428573,2,0,0,373,137,71,0.01871657754010695,30-40,2013,6,2013-06,0,Budget Browsers,0,0,0.08620458634333679,Wines,4.649999999999999,0.23249999999999993
8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,67,730,19,38.421052631578945,2,1,0,560,730,49,0.0338680926916221,61-70,2012,12,2012-12,2,Family-Oriented Regular Customers,0,0,0.2808507042069159,Meat Products,150.2,7.51
9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,45,216,9,24.0,3,1,1,400,216,97,0.022443890274314215,41-50,2013,5,2013-05,0,Budget Browsers,1,0,0.26429394883656593,Fish Products,1.9,0.095
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,47,943,22,42.86363636363637,2,1,0,458,943,6,0.04793028322440087,41-50,2013,3,2013-03,2,Family-Oriented Regular Customers,0,0,0.44765364488147197,Wines,122.75,6.1375
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,62,347,13,26.692307692307693,4,1,1,252,347,93,0.05138339920948617,61-70,2013,10,2013-10,2,Family-Oriented Regular Customers,1,0,0.04946589646103333,No strong recommendation,0.0,0.0
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,67,1924,18,106.88888888888889,2,0,1,104,1924,78,0.17142857142857143,61-70,2014,3,2014-03,1,High-Value Loyalists,1,0,0.14051555873391017,Meat Products,71.10000000000002,3.5550000000000015
182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,80,397,13,30.53846153846154,3,1,0,414,397,62,0.03132530120481928,70+,2013,5,2013-05,2,Family-Oriented Regular Customers,0,0,0.15033600099531746,Fruits,4.35,0.2175
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,51,2089,21,99.47619047619048,1,0,0,441,2089,47,0.04751131221719457,51-60,2013,4,2013-04,1,High-Value Loyalists,0,1,0.6613400093708597,Gold Products,6.649999999999999,0.33249999999999996
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,65,138,7,19.714285714285715,4,1,0,511,138,9,0.013671875,61-70,2013,2,2013-02,0,Budget Browsers,0,1,0.621349415406839,Fruits,0.8,0.04000000000000001
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,36,42,4,10.5,2,1,0,364,42,77,0.010958904109589041,30-40,2013,6,2013-06,0,Budget Browsers,0,0,0.1645879615200691,Sweet Products,1.1,0.05500000000000001
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,67,777,16,48.5625,2,0,0,310,777,24,0.05144694533762058,61-70,2013,8,2013-08,1,High-Value Loyalists,0,0,0.2612127337959926,Meat Products,479.4,23.97
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,82,1902,19,100.10526315789474,2,0,2,120,1902,19,0.15702479338842976,70+,2014,3,2014-03,1,High-Value Loyalists,2,1,0.9045744277964131,Gold Products,35.8,1.79
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,61,52,5,10.4,3,1,0,153,52,67,0.032467532467532464,61-70,2014,1,2014-01,0,Budget Browsers,0,0,0.08371968186347561,Sweet Products,0.1,0.005000000000000001
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,39,1651,12,137.58333333333334,1,0,1,120,1651,95,0.09917355371900827,30-40,2014,3,2014-03,1,High-Value Loyalists,1,0,0.36403324022372635,Sweet Products,9.2,0.45999999999999996
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,35,358,12,29.833333333333332,2,0,0,317,358,48,0.03773584905660377,30-40,2013,8,2013-08,0,Budget Browsers,0,0,0.09686393469319003,Gold Products,5.549999999999997,0.27749999999999986
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,73,1727,15,115.13333333333334,2,0,2,637,1727,73,0.023510971786833857,70+,2012,9,2012-09,1,High-Value Loyalists,2,1,0.9600702536759014,Fish Products,28.15,1.4075
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,39,210,7,30.0,3,1,1,659,210,35,0.010606060606060607,30-40,2012,9,2012-09,0,Budget Browsers,0,1,0.5270556903571919,Wines,89.55,4.4775
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,40,42,4,10.5,3,1,0,572,42,76,0.006980802792321117,30-40,2012,12,2012-12,0,Budget Browsers,0,0,0.19931149960628108,Wines,1.8499999999999996,0.09249999999999999
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,68,1291,19,67.94736842105263,2,0,0,214,1291,20,0.08837209302325581,61-70,2013,11,2013-11,1,High-Value Loyalists,0,0,0.4173869395083593,Wines,209.0999999999999,10.454999999999997
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,49,442,14,31.571428571428573,2,0,0,21,442,72,0.6363636363636364,41-50,2014,6,2014-06,2,Family-Oriented Regular Customers,0,0,0.005520532335814204,Fish Products,27.299999999999997,1.365
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,62,1895,16,118.4375,1,0,0,686,1895,20,0.023289665211062592,61-70,2012,8,2012-08,1,High-Value Loyalists,0,1,0.9725313794954593,Sweet Products,16.450000000000003,0.8225000000000002
3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,66,411,13,31.615384615384617,4,1,0,238,411,69,0.05439330543933055,61-70,2013,11,2013-11,2,Family-Oriented Regular Customers,0,0,0.048944092310056767,Gold Products,14.75,0.7375
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,51,521,15,34.733333333333334,2,1,0,499,521,80,0.03,51-60,2013,2,2013-02,2,Family-Oriented Regular Customers,0,0,0.10774280820733567,Meat Products,85.5,4.275
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,57,1168,16,73.0,2,1,0,284,1168,65,0.056140350877192984,51-60,2013,9,2013-09,2,Family-Oriented Regular Customers,0,0,0.042544406328636444,Meat Products,135.25,6.7625
4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,49,493,16,30.8125,4,1,1,11,493,52,1.3333333333333333,41-50,2014,6,2014-06,2,Family-Oriented Regular Customers,1,0,0.059312281608486304,Meat Products,8.450000000000003,0.42250000000000015
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,64,260,10,26.0,4,1,0,431,260,65,0.023148148148148147,61-70,2013,4,2013-04,2,Family-Oriented Regular Customers,0,0,0.0406185903859015,Fish Products,0.6499999999999999,0.032499999999999994
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,46,5,9.2,2,1,0,377,46,57,0.013227513227513227,41-50,2013,6,2013-06,0,Budget Browsers,0,0,0.2530209583533187,Wines,1.25,0.0625
10741,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,75,319,12,26.583333333333332,3,1,0,444,319,70,0.02696629213483146,70+,2013,4,2013-04,2,Family-Oriented Regular Customers,0,0,0.0633946049920009,Sweet Products,2.65,0.1325
1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,59,96,6,16.0,3,1,0,162,96,0,0.03680981595092025,51-60,2014,1,2014-01,0,Budget Browsers,0,0,0.1774577238554904,Meat Products,3.1500000000000004,0.15750000000000003
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,59,1062,15,70.8,1,0,2,134,1062,19,0.1111111111111111,51-60,2014,2,2014-02,1,High-Value Loyalists,1,1,0.7835743874088662,Meat Products,52.0,2.6
11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,74,232,10,23.2,3,1,0,325,232,50,0.03067484662576687,70+,2013,8,2013-08,2,Family-Oriented Regular Customers,0,0,0.020315202270284233,Meat Products,29.200000000000003,1.4600000000000002
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,45,76,6,12.666666666666666,2,1,0,188,76,67,0.031746031746031744,41-50,2013,12,2013-12,0,Budget Browsers,0,0,0.12550742979520785,Wines,3.0500000000000007,0.15250000000000005
3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,49,54,6,9.0,3,1,0,234,54,46,0.02553191489361702,41-50,2013,11,2013-11,0,Budget Browsers,0,0,0.07943572008384762,Wines,11.55,0.5775
10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,57,201,9,22.333333333333332,2,1,0,692,201,37,0.012987012987012988,51-60,2012,8,2012-08,0,Budget Browsers,0,1,0.8086851166695583,No strong recommendation,0.0,0.0
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,42,406,12,33.833333333333336,2,1,0,578,406,38,0.02072538860103627,41-50,2012,11,2012-11,0,Budget Browsers,0,1,0.779880542807339,Meat Products,26.849999999999994,1.3424999999999998
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,44,1919,19,101.0,2,0,3,326,1919,9,0.0581039755351682,41-50,2013,8,2013-08,1,High-Value Loyalists,2,1,0.9849886276236935,Fish Products,27.25,1.3625
7822,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,50,662,18,36.77777777777778,3,1,0,390,662,56,0.04603580562659847,41-50,2013,6,2013-06,2,Family-Oriented Regular Customers,0,0,0.03455092318305253,Wines,101.89999999999998,5.094999999999999
8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,36,41,6,6.833333333333333,3,1,0,113,41,98,0.05263157894736842,30-40,2014,3,2014-03,0,Budget Browsers,0,0,0.006349426082770997,No strong recommendation,0.0,0.0
10955,1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,62,1600,13,123.07692307692308,1,0,1,173,1600,68,0.07471264367816093,61-70,2014,1,2014-01,1,High-Value Loyalists,0,0,0.18498956550386245,Wines,58.05000000000001,2.9025000000000007
4368,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,46,134,7,19.142857142857142,3,1,0,208,134,72,0.03349282296650718,41-50,2013,12,2013-12,0,Budget Browsers,0,0,0.031773591716251104,No strong recommendation,0.0,0.0
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,58,69,6,11.5,4,1,2,154,69,47,0.03870967741935484,51-60,2014,1,2014-01,0,Budget Browsers,1,0,0.2870346081416571,Wines,20.6,1.03
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,53,21,4,5.25,4,1,0,92,21,33,0.043010752688172046,51-60,2014,3,2014-03,0,Budget Browsers,0,0,0.08937856123860559,Meat Products,0.75,0.037500000000000006
4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,63,54,5,10.8,3,1,0,90,54,87,0.054945054945054944,61-70,2014,3,2014-03,0,Budget Browsers,0,0,0.014044877520224444,Meat Products,3.75,0.1875
5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,37,91,6,15.166666666666666,2,1,2,82,91,0,0.07228915662650602,30-40,2014,4,2014-04,0,Budget Browsers,1,1,0.7485500950806653,Wines,8.25,0.41250000000000003
9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,55,526,16,32.875,2,1,0,142,526,73,0.11188811188811189,51-60,2014,2,2014-02,2,Family-Oriented Regular Customers,0,0,0.0624717903688532,Meat Products,22.25,1.1125
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,63,162,7,23.142857142857142,2,0,0,437,162,74,0.01598173515981735,61-70,2013,4,2013-04,0,Budget Browsers,0,0,0.12823246289412116,Fruits,2.45,0.12250000000000001
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,77,1008,24,42.0,2,0,1,235,1008,4,0.1016949152542373,70+,2013,11,2013-11,1,High-Value Loyalists,0,0,0.350972695840805,Wines,207.55,10.377500000000001
8692,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,74,240,10,24.0,4,1,0,655,240,50,0.01524390243902439,70+,2012,9,2012-09,0,Budget Browsers,0,0,0.38791789706413565,No strong recommendation,0.0,0.0
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,48,795,19,41.8421052631579,2,1,0,485,795,57,0.03909465020576132,41-50,2013,3,2013-03,2,Family-Oriented Regular Customers,0,0,0.3529487744485037,Meat Products,99.19999999999999,4.96
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,44,1772,18,98.44444444444444,2,0,1,450,1772,30,0.03991130820399113,41-50,2013,4,2013-04,1,High-Value Loyalists,1,1,0.8234982454787341,Fish Products,18.1,0.9050000000000001
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,56,64,6,10.666666666666666,2,0,0,330,64,27,0.01812688821752266,51-60,2013,8,2013-08,0,Budget Browsers,0,0,0.17438678212732733,Fruits,0.15000000000000036,0.007500000000000018
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,67,1957,19,103.0,3,1,5,403,1957,61,0.04702970297029703,61-70,2013,5,2013-05,1,High-Value Loyalists,4,1,0.9943913869124832,Gold Products,3.5,0.17500000000000002
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,48,78,6,13.0,3,1,0,293,78,4,0.02040816326530612,41-50,2013,9,2013-09,0,Budget Browsers,0,0,0.3091994155739896,No strong recommendation,0.0,0.0
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,46,1572,19,82.73684210526316,1,0,0,378,1572,75,0.05013192612137203,41-50,2013,6,2013-06,1,High-Value Loyalists,0,0,0.26396788868811616,Wines,203.7,10.185
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,55,795,24,33.125,3,1,0,369,795,12,0.06486486486486487,51-60,2013,6,2013-06,2,Family-Oriented Regular Customers,0,0,0.14566937124652335,Meat Products,52.599999999999994,2.63
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,56,889,21,42.333333333333336,3,1,0,165,889,13,0.12650602409638553,51-60,2014,1,2014-01,2,Family-Oriented Regular Customers,0,0,0.05396767915794043,Wines,150.05,7.502500000000001
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,63,331,12,27.583333333333332,2,1,0,236,331,9,0.05063291139240506,61-70,2013,11,2013-11,2,Family-Oriented Regular Customers,0,0,0.36403493212570637,No strong recommendation,0.0,0.0
4184,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,76,265,10,26.5,3,1,0,22,265,48,0.43478260869565216,70+,2014,6,2014-06,2,Family-Oriented Regular Customers,0,0,0.022407033946150495,Meat Products,7.649999999999999,0.38249999999999995
9120,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,64,1065,15,71.0,2,1,0,571,1065,80,0.026223776223776224,61-70,2012,12,2012-12,2,Family-Oriented Regular Customers,0,0,0.23823227698708668,Wines,295.5999999999999,14.779999999999996
891,1951,Master,Together,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,75,11,3,3.6666666666666665,4,1,0,295,11,60,0.010135135135135136,70+,2013,9,2013-09,0,Budget Browsers,0,0,0.069835080048123,Meat Products,4.7,0.23500000000000001
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,47,21,3,7.0,2,1,0,359,21,43,0.008333333333333333,41-50,2013,7,2013-07,0,Budget Browsers,0,0,0.3215169328544626,Meat Products,2.45,0.12250000000000001
3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,56,17,3,5.666666666666667,4,1,0,569,17,19,0.005263157894736842,51-60,2012,12,2012-12,0,Budget Browsers,0,1,0.5354212835670094,No strong recommendation,0.0,0.0
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,52,369,11,33.54545454545455,3,1,0,655,369,26,0.01676829268292683,51-60,2012,9,2012-09,0,Budget Browsers,0,1,0.5673926428946048,Wines,60.150000000000006,3.0075000000000003
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,58,38,4,9.5,4,1,0,153,38,58,0.025974025974025976,51-60,2014,1,2014-01,0,Budget Browsers,0,0,0.10702701837860928,Meat Products,1.9000000000000004,0.09500000000000003
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,48,177,8,22.125,2,1,0,289,177,42,0.027586206896551724,41-50,2013,9,2013-09,0,Budget Browsers,0,0,0.26372126102385834,No strong recommendation,0.0,0.0
1029,1970,PhD,Together,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,56,279,11,25.363636363636363,3,1,0,332,279,27,0.03303303303303303,51-60,2013,8,2013-08,2,Family-Oriented Regular Customers,0,0,0.1774389938601224,Fish Products,2.35,0.11750000000000001
7369,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,45,62,5,12.4,3,1,0,270,62,56,0.01845018450184502,41-50,2013,10,2013-10,0,Budget Browsers,0,0,0.1206592759314139,Gold Products,1.6,0.08000000000000002
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,49,1230,18,68.33333333333333,3,1,4,514,1230,27,0.03495145631067961,41-50,2013,1,2013-01,1,High-Value Loyalists,3,1,0.9975262590634082,Sweet Products,4.05,0.2025
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,58,182,8,22.75,4,1,0,89,182,10,0.08888888888888889,51-60,2014,4,2014-04,0,Budget Browsers,0,0,0.14398098118938343,Meat Products,3.5,0.17500000000000002
1160,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,56,49,6,8.166666666666666,4,1,0,310,49,48,0.01929260450160772,51-60,2013,8,2013-08,0,Budget Browsers,0,0,0.1598894442076438,No strong recommendation,0.0,0.0
10242,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,60,75,6,12.5,4,1,0,286,75,39,0.020905923344947737,51-60,2013,9,2013-09,0,Budget Browsers,0,0,0.19086972564368868,Wines,6.799999999999997,0.33999999999999986
5253,1956,Master,Together,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,70,227,10,22.7,4,1,0,355,227,85,0.028089887640449437,61-70,2013,7,2013-07,0,Budget Browsers,0,0,0.04433477616338075,Gold Products,0.09999999999999964,0.004999999999999983
5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,52,215,10,21.5,4,1,1,596,215,64,0.01675041876046901,51-60,2012,11,2012-11,0,Budget Browsers,1,1,0.7264356046883618,Meat Products,28.299999999999997,1.415
5314,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,444,13,34.15384615384615,3,1,0,468,444,69,0.02771855010660981,70+,2013,3,2013-03,2,Family-Oriented Regular Customers,0,0,0.07427466548704718,Meat Products,33.55,1.6775
5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,59,47,4,11.75,4,1,0,252,47,54,0.015810276679841896,51-60,2013,10,2013-10,0,Budget Browsers,0,0,0.06209740174251644,Wines,1.3000000000000007,0.06500000000000004
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,75,143,6,23.833333333333332,2,0,0,440,143,57,0.013605442176870748,70+,2013,4,2013-04,0,Budget Browsers,0,0,0.2163887164076877,Meat Products,7.949999999999999,0.39749999999999996
5756,1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,43,55,5,11.0,3,1,0,87,55,64,0.056818181818181816,41-50,2014,4,2014-04,0,Budget Browsers,0,0,0.02087681095274269,Meat Products,2.0,0.1
