ID,Segment_Label,Income,Age,Total_Spending,Total_Purchases,Average_Order_Value,Response_Probability,Top_Recommended_Category,Recommendation_Score,Personalized_AOV_Uplift_Proxy
9214,Budget Browsers,42691.0,35,358,12,29.833333333333332,0.09686393469319003,Gold Products,5.549999999999997,0.27749999999999986
4943,High-Value Loyalists,70503.0,73,1727,15,115.13333333333334,0.9600702536759014,Fish Products,28.15,1.4075
35,Budget Browsers,25545.0,39,210,7,30.0,0.5270556903571919,Wines,89.55,4.4775
2258,Budget Browsers,32880.0,40,42,4,10.5,0.19931149960628108,Wines,1.8499999999999996,0.09249999999999999
4322,High-Value Loyalists,77863.0,68,1291,19,67.94736842105263,0.4173869395083593,Wines,209.0999999999999,10.454999999999997
713,Family-Oriented Regular Customers,50353.0,49,442,14,31.571428571428573,0.005520532335814204,Fish Products,27.299999999999997,1.365
4702,High-Value Loyalists,61839.0,62,1895,16,118.4375,0.9725313794954593,Sweet Products,16.450000000000003,0.8225000000000002
3281,Family-Oriented Regular Customers,49154.0,66,411,13,31.615384615384617,0.048944092310056767,Gold Products,14.75,0.7375
702,Family-Oriented Regular Customers,47682.0,51,521,15,34.733333333333334,0.10774280820733567,Meat Products,85.5,4.275
2004,Family-Oriented Regular Customers,72679.0,57,1168,16,73.0,0.042544406328636444,Meat Products,135.25,6.7625
4769,Family-Oriented Regular Customers,57954.0,49,493,16,30.8125,0.059312281608486304,Meat Products,8.450000000000003,0.42250000000000015
4437,Family-Oriented Regular Customers,65316.0,64,260,10,26.0,0.0406185903859015,Fish Products,0.6499999999999999,0.032499999999999994
8724,Budget Browsers,28567.0,44,46,5,9.2,0.2530209583533187,Wines,1.25,0.0625
10741,Family-Oriented Regular Customers,47352.0,75,319,12,26.583333333333332,0.0633946049920009,Sweet Products,2.65,0.1325
1991,Budget Browsers,44931.0,59,96,6,16.0,0.1774577238554904,Meat Products,3.1500000000000004,0.15750000000000003
6931,High-Value Loyalists,76982.0,59,1062,15,70.8,0.7835743874088662,Meat Products,52.0,2.6
11096,Family-Oriented Regular Customers,57247.0,74,232,10,23.2,0.020315202270284233,Meat Products,29.200000000000003,1.4600000000000002
304,Budget Browsers,22944.0,45,76,6,12.666666666666666,0.12550742979520785,Wines,3.0500000000000007,0.15250000000000005
3665,Budget Browsers,25315.0,49,54,6,9.0,0.07943572008384762,Wines,11.55,0.5775
10591,Budget Browsers,43638.0,57,201,9,22.333333333333332,0.8086851166695583,No strong recommendation,0.0,0.0
5036,Budget Browsers,42710.0,42,406,12,33.833333333333336,0.779880542807339,Meat Products,26.849999999999994,1.3424999999999998
5547,High-Value Loyalists,84169.0,44,1919,19,101.0,0.9849886276236935,Fish Products,27.25,1.3625
7822,Family-Oriented Regular Customers,54058.0,50,662,18,36.77777777777778,0.03455092318305253,Wines,101.89999999999998,5.094999999999999
8541,Budget Browsers,24683.0,36,41,6,6.833333333333333,0.006349426082770997,No strong recommendation,0.0,0.0
10955,High-Value Loyalists,85620.0,62,1600,13,123.07692307692308,0.18498956550386245,Wines,58.05000000000001,2.9025000000000007
4368,Budget Browsers,47850.0,46,134,7,19.142857142857142,0.031773591716251104,No strong recommendation,0.0,0.0
9671,Budget Browsers,19514.0,58,69,6,11.5,0.2870346081416571,Wines,20.6,1.03
2256,Budget Browsers,27159.0,53,21,4,5.25,0.08937856123860559,Meat Products,0.75,0.037500000000000006
4279,Budget Browsers,39548.0,63,54,5,10.8,0.014044877520224444,Meat Products,3.75,0.1875
5371,Budget Browsers,21474.0,37,91,6,15.166666666666666,0.7485500950806653,Wines,8.25,0.41250000000000003
9240,Family-Oriented Regular Customers,60504.0,55,526,16,32.875,0.0624717903688532,Meat Products,22.25,1.1125
9460,Budget Browsers,22419.0,63,162,7,23.142857142857142,0.12823246289412116,Fruits,2.45,0.12250000000000001
9504,High-Value Loyalists,81698.0,77,1008,24,42.0,0.350972695840805,Wines,207.55,10.377500000000001
8692,Budget Browsers,43462.0,74,240,10,24.0,0.38791789706413565,No strong recommendation,0.0,0.0
448,Family-Oriented Regular Customers,54880.0,48,795,19,41.8421052631579,0.3529487744485037,Meat Products,99.19999999999999,4.96
8314,High-Value Loyalists,79908.0,44,1772,18,98.44444444444444,0.8234982454787341,Fish Products,18.1,0.9050000000000001
8420,Budget Browsers,15315.0,56,64,6,10.666666666666666,0.17438678212732733,Fruits,0.15000000000000036,0.007500000000000018
3174,High-Value Loyalists,87771.0,67,1957,19,103.0,0.9943913869124832,Gold Products,3.5,0.17500000000000002
7685,Budget Browsers,33039.0,48,78,6,13.0,0.3091994155739896,No strong recommendation,0.0,0.0
3179,High-Value Loyalists,81741.0,46,1572,19,82.73684210526316,0.26396788868811616,Wines,203.7,10.185
9780,Family-Oriented Regular Customers,71499.0,55,795,24,33.125,0.14566937124652335,Meat Products,52.599999999999994,2.63
10681,Family-Oriented Regular Customers,62466.0,56,889,21,42.333333333333336,0.05396767915794043,Wines,150.05,7.502500000000001
10232,Family-Oriented Regular Customers,48799.0,63,331,12,27.583333333333332,0.36403493212570637,No strong recommendation,0.0,0.0
4184,Family-Oriented Regular Customers,52157.0,76,265,10,26.5,0.022407033946150495,Meat Products,7.649999999999999,0.38249999999999995
9120,Family-Oriented Regular Customers,66565.0,64,1065,15,71.0,0.23823227698708668,Wines,295.5999999999999,14.779999999999996
891,Budget Browsers,29298.0,75,11,3,3.6666666666666665,0.069835080048123,Meat Products,4.7,0.23500000000000001
10381,Budget Browsers,47691.0,47,21,3,7.0,0.3215169328544626,Meat Products,2.45,0.12250000000000001
3525,Budget Browsers,38200.0,56,17,3,5.666666666666667,0.5354212835670094,No strong recommendation,0.0,0.0
6818,Budget Browsers,44989.0,52,369,11,33.54545454545455,0.5673926428946048,Wines,60.150000000000006,3.0075000000000003
3526,Budget Browsers,38443.0,58,38,4,9.5,0.10702701837860928,Meat Products,1.9000000000000004,0.09500000000000003
8181,Budget Browsers,38593.0,48,177,8,22.125,0.26372126102385834,No strong recommendation,0.0,0.0
1029,Family-Oriented Regular Customers,64413.0,56,279,11,25.363636363636363,0.1774389938601224,Fish Products,2.35,0.11750000000000001
7369,Budget Browsers,36959.0,45,62,5,12.4,0.1206592759314139,Gold Products,1.6,0.08000000000000002
2574,High-Value Loyalists,61996.0,49,1230,18,68.33333333333333,0.9975262590634082,Sweet Products,4.05,0.2025
8159,Budget Browsers,51287.0,58,182,8,22.75,0.14398098118938343,Meat Products,3.5,0.17500000000000002
1160,Budget Browsers,13260.0,56,49,6,8.166666666666666,0.1598894442076438,No strong recommendation,0.0,0.0
10242,Budget Browsers,47472.0,60,75,6,12.5,0.19086972564368868,Wines,6.799999999999997,0.33999999999999986
5253,Budget Browsers,54603.0,70,227,10,22.7,0.04433477616338075,Gold Products,0.09999999999999964,0.004999999999999983
5966,Budget Browsers,45207.0,52,215,10,21.5,0.7264356046883618,Meat Products,28.299999999999997,1.415
5314,Family-Oriented Regular Customers,40689.0,75,444,13,34.15384615384615,0.07427466548704718,Meat Products,33.55,1.6775
5081,Budget Browsers,47821.0,59,47,4,11.75,0.06209740174251644,Wines,1.3000000000000007,0.06500000000000004
5123,Budget Browsers,27450.0,75,143,6,23.833333333333332,0.2163887164076877,Meat Products,7.949999999999999,0.39749999999999996
5756,Budget Browsers,39453.0,43,55,5,11.0,0.02087681095274269,Meat Products,2.0,0.1
8036,Budget Browsers,26850.0,55,63,7,9.0,0.063878193826046,No strong recommendation,0.0,0.0
9058,High-Value Loyalists,79800.0,71,1867,21,88.9047619047619,0.9964109268418054,Sweet Products,23.05,1.1525
5057,Family-Oriented Regular Customers,61794.0,65,611,18,33.94444444444444,0.014202708028854658,Fish Products,47.05,2.3525
254,Family-Oriented Regular Customers,53863.0,71,473,15,31.533333333333335,0.24251976247202478,Meat Products,8.5,0.42500000000000004
4179,Budget Browsers,24221.0,67,55,5,11.0,0.01819913158431205,Wines,10.399999999999999,0.5199999999999999
3710,Budget Browsers,39684.0,42,81,5,16.2,0.8308724233661642,Wines,2.25,0.1125
7627,High-Value Loyalists,92163.0,51,2086,21,99.33333333333333,0.9817342624018962,Gold Products,19.700000000000003,0.9850000000000002
4501,High-Value Loyalists,69882.0,61,1478,19,77.78947368421052,0.09134219363312736,Wines,176.85000000000002,8.842500000000001
6424,Budget Browsers,33178.0,49,49,4,12.25,0.1240053277907028,Meat Products,6.9,0.34500000000000003
3075,High-Value Loyalists,59973.0,54,382,14,27.285714285714285,0.246223621099294,Gold Products,9.7,0.485
4992,Budget Browsers,17459.0,51,69,6,11.5,0.32822906421928766,Wines,20.6,1.03
5252,Budget Browsers,23910.0,57,67,5,13.4,0.3547361034771705,Sweet Products,1.7000000000000002,0.08500000000000002
7444,Budget Browsers,42169.0,57,30,4,7.5,0.29259904164982237,Fruits,0.15,0.0075
6919,Budget Browsers,26224.0,48,63,6,10.5,0.1684081593710024,Wines,3.9000000000000004,0.19500000000000003
3537,Budget Browsers,31089.0,45,79,7,11.285714285714286,0.3810895637249335,No strong recommendation,0.0,0.0
10277,Budget Browsers,30081.0,65,42,4,10.5,0.6585642450776399,Meat Products,5.35,0.2675
2453,Family-Oriented Regular Customers,62807.0,66,819,20,40.95,0.06808942802013537,Wines,280.0,14.0
7972,High-Value Loyalists,72906.0,71,1151,16,71.9375,0.1341045109314888,Meat Products,192.14999999999998,9.6075
895,Family-Oriented Regular Customers,61467.0,78,594,17,34.94117647058823,0.16379334684507385,Wines,33.39999999999998,1.669999999999999
1177,Budget Browsers,49618.0,60,129,7,18.428571428571427,0.12274319154326041,No strong recommendation,0.0,0.0
7141,Budget Browsers,21888.0,40,213,8,26.625,0.8790826429171219,Wines,17.950000000000003,0.8975000000000002
7232,Budget Browsers,42429.0,53,67,5,13.4,0.028584881277602968,Meat Products,2.9499999999999993,0.14749999999999996
8477,Budget Browsers,26150.0,70,28,4,7.0,0.3458383388504667,Wines,4.550000000000001,0.22750000000000004
2457,Budget Browsers,30801.0,51,45,4,11.25,0.2822149675540739,Meat Products,4.25,0.21250000000000002
988,High-Value Loyalists,81168.0,61,1193,17,70.17647058823529,0.09137458016500745,Meat Products,64.29999999999995,3.214999999999998
7930,Budget Browsers,26877.0,57,268,10,26.8,0.14776663701402398,No strong recommendation,0.0,0.0
4587,Family-Oriented Regular Customers,45006.0,82,266,11,24.181818181818183,0.04747927332440672,Sweet Products,4.55,0.2275
6682,Budget Browsers,18978.0,53,37,4,9.25,0.17650705307090897,Meat Products,10.3,0.515
6222,Budget Browsers,22574.0,59,37,5,7.4,0.182395228730635,Sweet Products,0.2,0.010000000000000002
10299,High-Value Loyalists,48240.0,57,882,22,40.09090909090909,0.7526358566952555,Meat Products,130.60000000000002,6.530000000000001
3083,Budget Browsers,45837.0,52,373,13,28.692307692307693,0.03790854045114184,No strong recommendation,0.0,0.0
8953,Budget Browsers,35791.0,61,35,4,8.75,0.16015658830932847,Meat Products,1.0499999999999998,0.05249999999999999
1503,High-Value Loyalists,162397.0,50,107,1,107.0,0.312128797458541,Gold Products,0.6499999999999999,0.032499999999999994
8650,Budget Browsers,54162.0,48,42,4,10.5,0.5258498755794372,Wines,2.55,0.1275
10862,Budget Browsers,30522.0,66,326,12,27.166666666666668,0.6637079937898451,No strong recommendation,0.0,0.0
2782,Family-Oriented Regular Customers,54456.0,65,404,14,28.857142857142858,0.2862705154127066,Meat Products,14.5,0.7250000000000001
6941,Budget Browsers,31632.0,55,95,5,19.0,0.0991324878886242,Meat Products,7.550000000000001,0.37750000000000006
10972,High-Value Loyalists,72298.0,77,939,13,72.23076923076923,0.8106150811591138,Wines,348.04999999999995,17.4025
10708,Budget Browsers,36975.0,48,33,4,8.25,0.13084719707641995,Fish Products,1.2,0.06
6583,High-Value Loyalists,72635.0,71,981,20,49.05,0.4764973902132198,Meat Products,196.60000000000002,9.830000000000002
3641,Budget Browsers,13624.0,50,36,5,7.2,0.08149317801322384,Sweet Products,0.050000000000000044,0.0025000000000000022
10156,Family-Oriented Regular Customers,84196.0,51,1237,19,65.10526315789474,0.11042899176599737,Wines,132.75,6.6375
4299,Family-Oriented Regular Customers,70971.0,66,1825,27,67.5925925925926,0.44873026975213304,Gold Products,14.75,0.7375
3469,Budget Browsers,34487.0,49,103,6,17.166666666666668,0.5599306636620258,Sweet Products,2.1,0.10500000000000001
5063,Budget Browsers,28769.0,49,191,9,21.22222222222222,0.39133222734125744,Wines,36.849999999999994,1.8424999999999998
10727,Family-Oriented Regular Customers,69084.0,56,1586,23,68.95652173913044,0.1750159859521246,Meat Products,79.14999999999998,3.957499999999999
9624,High-Value Loyalists,65488.0,68,963,13,74.07692307692308,0.09289666861949668,Wines,395.5,19.775000000000002
5156,Family-Oriented Regular Customers,62466.0,56,889,21,42.333333333333336,0.05396767915794043,Wines,150.05,7.502500000000001
4376,Budget Browsers,32218.0,66,93,6,15.5,0.535770451788764,Meat Products,11.05,0.5525000000000001
8923,High-Value Loyalists,83917.0,53,1587,20,79.35,0.8180071343445894,Fruits,10.549999999999997,0.5274999999999999
8461,Budget Browsers,46102.0,64,16,3,5.333333333333333,0.3785421026735082,Meat Products,2.35,0.11750000000000001
6945,High-Value Loyalists,84574.0,74,1375,31,44.354838709677416,0.3034939104961278,Wines,72.94999999999999,3.6474999999999995
944,Family-Oriented Regular Customers,56181.0,64,393,13,30.23076923076923,0.3492866588523842,Wines,109.4,5.470000000000001
1907,Family-Oriented Regular Customers,63120.0,76,1477,21,70.33333333333333,0.5447511774730328,Wines,62.90000000000009,3.145000000000005
701,Family-Oriented Regular Customers,73691.0,55,1179,16,73.6875,0.08440285294293695,Wines,303.29999999999995,15.165
3856,Family-Oriented Regular Customers,63381.0,66,1005,22,45.68181818181818,0.04590697421382207,Meat Products,34.599999999999994,1.7299999999999998
4149,High-Value Loyalists,76140.0,78,1348,20,67.4,0.08719387673525665,Meat Products,60.950000000000045,3.0475000000000025
2131,Family-Oriented Regular Customers,62859.0,67,1307,19,68.78947368421052,0.6721061526632004,Meat Products,98.6,4.93
2942,Family-Oriented Regular Customers,45906.0,62,486,13,37.38461538461539,0.7287546509501095,Meat Products,56.2,2.8100000000000005
1173,High-Value Loyalists,77632.0,79,2252,12,187.66666666666666,0.8886510570262405,Fish Products,37.3,1.865
4381,Budget Browsers,46463.0,55,235,10,23.5,0.17313305525036105,No strong recommendation,0.0,0.0
4611,High-Value Loyalists,105471.0,56,1724,30,57.46666666666667,0.9358805112009005,Meat Products,179.0,8.950000000000001
3376,Budget Browsers,55282.0,56,235,10,23.5,0.3410044552553112,No strong recommendation,0.0,0.0
4679,Family-Oriented Regular Customers,78710.0,49,1092,25,43.68,0.017036840846066627,Meat Products,71.5,3.575
10928,Family-Oriented Regular Customers,66886.0,68,599,15,39.93333333333333,0.0700783088030326,Gold Products,47.69999999999999,2.3849999999999993
4248,High-Value Loyalists,98777.0,66,2008,19,105.6842105263158,0.7765665760519325,Fruits,10.95,0.5475
6728,Budget Browsers,29103.0,41,48,4,12.0,0.5843458116960607,Fruits,0.5,0.025
6661,Family-Oriented Regular Customers,67445.0,52,1174,27,43.48148148148148,0.17900351780135274,Meat Products,153.75,7.6875
4725,Budget Browsers,50616.0,76,67,6,11.166666666666666,0.018502354500549007,Fish Products,0.55,0.027500000000000004
3277,Family-Oriented Regular Customers,49431.0,71,365,13,28.076923076923077,0.8232054375198091,Sweet Products,3.05,0.1525
5555,High-Value Loyalists,153924.0,51,6,0,0.0,0.0333323809644242,Wines,4.45,0.22250000000000003
2564,Budget Browsers,61278.0,73,165,8,20.625,0.012912511399535382,No strong recommendation,0.0,0.0
946,Budget Browsers,26490.0,68,210,9,23.333333333333332,0.08695994313178655,Gold Products,0.9499999999999993,0.047499999999999966
3867,Family-Oriented Regular Customers,73059.0,79,1095,25,43.8,0.10911845288155912,Meat Products,86.5,4.325
6940,Budget Browsers,46734.0,60,223,8,27.875,0.3868455095046861,Wines,28.30000000000001,1.4150000000000007
55,Family-Oriented Regular Customers,56253.0,63,597,18,33.166666666666664,0.04916741179572464,Gold Products,4.9,0.24500000000000002
7093,Budget Browsers,19986.0,41,22,3,7.333333333333333,0.046254681214111845,Wines,3.95,0.1975
5084,Family-Oriented Regular Customers,58330.0,51,1064,23,46.26086956521739,0.024294747084790937,Meat Products,72.05000000000001,3.602500000000001
1777,Budget Browsers,25965.0,46,74,5,14.8,0.3271621513439855,Wines,21.0,1.05
8162,Budget Browsers,14661.0,70,26,4,6.5,0.10876757693695265,Wines,5.6,0.27999999999999997
10826,Budget Browsers,18690.0,67,60,4,15.0,0.19296929871064564,Meat Products,5.800000000000001,0.29000000000000004
8754,Budget Browsers,45068.0,52,20,3,6.666666666666667,0.5043690312531104,Wines,2.5500000000000007,0.12750000000000003
1987,Budget Browsers,21063.0,39,59,5,11.8,0.10803185173846751,Wines,4.55,0.2275
11007,Budget Browsers,29187.0,58,34,4,8.5,0.4634832750486543,Fruits,0.1,0.005000000000000001
7426,Budget Browsers,54690.0,55,198,9,22.0,0.014249791992668353,No strong recommendation,0.0,0.0
9153,Family-Oriented Regular Customers,59304.0,62,1048,25,41.92,0.04439631799384235,Meat Products,263.5,13.175
10379,Family-Oriented Regular Customers,59247.0,64,574,16,35.875,0.03296465356826386,Gold Products,31.799999999999997,1.5899999999999999
9204,Family-Oriented Regular Customers,66731.0,56,1029,13,79.15384615384616,0.5921865301392715,Meat Products,53.25,2.6625
3197,Family-Oriented Regular Customers,77353.0,46,670,18,37.22222222222222,0.03167690466250687,Wines,128.85000000000002,6.442500000000002
2920,Family-Oriented Regular Customers,52614.0,51,990,14,70.71428571428571,0.5815318775752418,Wines,193.20000000000005,9.660000000000004
6961,Budget Browsers,26751.0,52,11,3,3.6666666666666665,0.09911987599747141,Wines,6.85,0.3425
4673,Family-Oriented Regular Customers,81300.0,63,1241,18,68.94444444444444,0.8838197998306975,Wines,52.0,2.6
9937,High-Value Loyalists,70337.0,47,576,16,36.0,0.07278741211765741,Wines,88.25,4.4125000000000005
8779,Budget Browsers,36145.0,41,172,8,21.5,0.751100344942422,Sweet Products,1.0499999999999998,0.05249999999999999
9596,High-Value Loyalists,65295.0,46,664,19,34.94736842105263,0.5950399402962013,Meat Products,77.4,3.8700000000000006
2891,Family-Oriented Regular Customers,68118.0,63,928,21,44.19047619047619,0.09259142203307713,Wines,55.39999999999998,2.769999999999999
4910,High-Value Loyalists,68743.0,59,2074,29,71.51724137931035,0.7304110490135798,No strong recommendation,0.0,0.0
75,Budget Browsers,41039.0,44,467,14,33.357142857142854,0.1732780428784809,Wines,211.25,10.5625
10120,Budget Browsers,38946.0,71,257,10,25.7,0.01896802242413271,No strong recommendation,0.0,0.0
6327,High-Value Loyalists,65777.0,59,1146,16,71.625,0.025427419304319996,Meat Products,262.04999999999995,13.1025
10142,Family-Oriented Regular Customers,66476.0,50,689,18,38.27777777777778,0.08810734561506631,Gold Products,90.4,4.5200000000000005
9826,High-Value Loyalists,86857.0,54,2114,21,100.66666666666667,0.6618040508128213,Gold Products,3.75,0.1875
1501,High-Value Loyalists,160803.0,44,1717,29,59.206896551724135,0.7924339031083776,Wines,208.14999999999998,10.407499999999999
10767,High-Value Loyalists,77845.0,37,1346,20,67.3,0.7285466263527552,Meat Products,70.10000000000002,3.5050000000000012
7279,High-Value Loyalists,69476.0,57,1044,14,74.57142857142857,0.630062815986122,Wines,209.5,10.475000000000001
7230,Family-Oriented Regular Customers,50611.0,66,493,16,30.8125,0.5631086594226938,Meat Products,12.850000000000001,0.6425000000000001
143,High-Value Loyalists,61209.0,56,957,12,79.75,0.20405877856626423,Wines,89.60000000000002,4.480000000000001
450,Budget Browsers,42315.0,68,270,9,30.0,0.02302523921905066,Wines,41.75,2.0875
9316,Budget Browsers,13084.0,74,29,4,7.25,0.04184419638909717,Wines,6.75,0.3375
6379,Budget Browsers,47570.0,77,121,6,20.166666666666668,0.8012456335286351,Meat Products,2.8999999999999986,0.14499999999999993
9239,Budget Browsers,61923.0,65,126,7,18.0,0.02000624939588793,No strong recommendation,0.0,0.0
8315,Budget Browsers,34824.0,31,23,3,7.666666666666667,0.06554161118322685,Wines,5.199999999999999,0.25999999999999995
2868,Budget Browsers,26518.0,77,57,5,11.4,0.7729375665251867,Gold Products,0.2999999999999998,0.014999999999999993
10888,Family-Oriented Regular Customers,45938.0,65,636,18,35.333333333333336,0.10976466421428582,Meat Products,62.900000000000006,3.1450000000000005
1277,High-Value Loyalists,78468.0,66,1004,27,37.18518518518518,0.330263093760139,Meat Products,265.6,13.280000000000001
9977,Family-Oriented Regular Customers,78901.0,53,734,17,43.1764705882353,0.01596725496630763,Meat Products,526.15,26.3075
10196,Family-Oriented Regular Customers,71427.0,48,614,18,34.111111111111114,0.030909271095099236,Wines,92.35000000000002,4.6175000000000015
6384,Family-Oriented Regular Customers,71022.0,48,1453,18,80.72222222222223,0.5032041386819904,Fish Products,17.7,0.885
8029,High-Value Loyalists,90247.0,38,1621,14,115.78571428571429,0.9747211787501076,Fish Products,4.600000000000001,0.2300000000000001
968,Budget Browsers,41335.0,58,187,9,20.77777777777778,0.3364025465148456,Meat Products,0.8500000000000014,0.04250000000000007
6988,High-Value Loyalists,71952.0,40,1443,20,72.15,0.8038164781962719,Meat Products,103.64999999999998,5.182499999999999
4472,Budget Browsers,35682.0,56,57,5,11.4,0.12622898693503887,Meat Products,5.0,0.25
6991,Family-Oriented Regular Customers,43185.0,75,637,18,35.388888888888886,0.09484075770550006,Wines,19.049999999999955,0.9524999999999978
3336,Family-Oriented Regular Customers,66375.0,78,948,11,86.18181818181819,0.09415818975226366,Meat Products,62.849999999999994,3.1425
4301,Budget Browsers,35178.0,55,59,4,14.75,0.8981782538041196,Fish Products,1.0499999999999998,0.05249999999999999
1940,Budget Browsers,25252.0,40,18,3,6.0,0.3333898649653853,Wines,8.95,0.4475
1272,Family-Oriented Regular Customers,55250.0,61,903,22,41.04545454545455,0.4061834062101102,Wines,220.70000000000005,11.035000000000004
1388,Budget Browsers,33249.0,51,112,6,18.666666666666668,0.7294439671063038,Wines,10.649999999999999,0.5325
1044,Family-Oriented Regular Customers,58398.0,73,596,17,35.05882352941177,0.06449028346863382,Gold Products,0.45000000000000284,0.022500000000000145
6969,Budget Browsers,50272.0,44,233,10,23.3,0.04559676792861702,Gold Products,5.25,0.2625
10479,High-Value Loyalists,76618.0,51,1511,10,151.1,0.5452826995782316,Fish Products,4.299999999999997,0.21499999999999986
3619,High-Value Loyalists,87305.0,66,1152,16,72.0,0.9571170318027379,Wines,100.75,5.0375000000000005
1715,Budget Browsers,25851.0,48,48,5,9.6,0.2668854740355984,No strong recommendation,0.0,0.0
10159,Family-Oriented Regular Customers,58710.0,56,1185,25,47.4,0.1074647287442245,Fish Products,44.1,2.205
1463,Budget Browsers,45160.0,68,21,3,7.0,0.3284066891153415,Meat Products,1.75,0.08750000000000001
5114,Family-Oriented Regular Customers,74806.0,61,965,14,68.92857142857143,0.5055484138589623,Wines,219.89999999999998,10.995
4990,Family-Oriented Regular Customers,59111.0,72,869,20,43.45,0.031204558662958612,Wines,59.299999999999955,2.964999999999998
4329,Budget Browsers,18988.0,42,16,4,4.0,0.11330201994371332,Wines,2.4499999999999993,0.12249999999999997
10936,High-Value Loyalists,72190.0,61,1947,15,129.8,0.2707500305862647,No strong recommendation,0.0,0.0
4692,Budget Browsers,7500.0,50,71,7,10.142857142857142,0.943509850357843,Wines,17.95,0.8975
7212,Budget Browsers,44794.0,60,65,5,13.0,0.005691819359690653,Meat Products,2.5999999999999996,0.12999999999999998
6086,High-Value Loyalists,80395.0,71,1380,23,60.0,0.27535820159214947,Wines,124.0,6.2
437,High-Value Loyalists,75012.0,50,1027,22,46.68181818181818,0.21706483659789982,Wines,61.69999999999999,3.0849999999999995
11171,Family-Oriented Regular Customers,56962.0,61,411,14,29.357142857142858,0.04166147620446917,No strong recommendation,0.0,0.0
11101,High-Value Loyalists,89891.0,35,836,25,33.44,0.7836664420350411,Meat Products,11.949999999999989,0.5974999999999995
5329,Budget Browsers,35946.0,77,11,3,3.6666666666666665,0.5484586102050675,Wines,2.4000000000000004,0.12000000000000002
610,Family-Oriented Regular Customers,53593.0,73,480,15,32.0,0.3935056736756017,Wines,7.100000000000023,0.35500000000000115
9384,Family-Oriented Regular Customers,66373.0,48,606,16,37.875,0.03653834615432579,Gold Products,27.5,1.375
5956,Budget Browsers,45072.0,78,284,11,25.818181818181817,0.21766906002470865,Sweet Products,1.0499999999999998,0.05249999999999999
10430,High-Value Loyalists,89694.0,53,1472,11,133.8181818181818,0.9938417485531985,Wines,48.59999999999991,2.4299999999999957
7875,High-Value Loyalists,72025.0,77,1677,25,67.08,0.8754268272163639,Gold Products,22.05,1.1025
7072,Family-Oriented Regular Customers,67432.0,53,1335,17,78.52941176470588,0.05872835988178137,Wines,8.050000000000011,0.4025000000000006
6255,Family-Oriented Regular Customers,70545.0,74,334,12,27.833333333333332,0.014897829537396155,Meat Products,15.349999999999994,0.7674999999999997
6516,Budget Browsers,17487.0,37,18,3,6.0,0.11957106311166585,Wines,13.05,0.6525000000000001
5564,Family-Oriented Regular Customers,62882.0,57,1338,18,74.33333333333333,0.397063437304963,Wines,101.95000000000005,5.097500000000003
5682,Family-Oriented Regular Customers,64108.0,73,1099,26,42.26923076923077,0.7068281791718432,Wines,50.0,2.5
7458,Budget Browsers,34941.0,70,97,6,16.166666666666668,0.45271113724098433,No strong recommendation,0.0,0.0
5237,Budget Browsers,48767.0,76,63,6,10.5,0.09792794555170346,Sweet Products,0.35,0.017499999999999998
7761,Budget Browsers,38702.0,48,109,7,15.571428571428571,0.038697225614005314,Wines,13.850000000000001,0.6925000000000001
5278,High-Value Loyalists,82224.0,62,902,20,45.1,0.11698823456007401,Meat Products,183.35000000000002,9.167500000000002
3560,High-Value Loyalists,83844.0,74,1574,19,82.84210526315789,0.4922126056714653,Fruits,2.299999999999997,0.11499999999999987
7235,Budget Browsers,17003.0,51,38,6,6.333333333333333,0.0732376443514981,Wines,6.199999999999999,0.31
10548,High-Value Loyalists,71163.0,31,960,23,41.73913043478261,0.20905066659951865,Meat Products,116.85000000000002,5.842500000000001
2281,Budget Browsers,33697.0,56,28,3,9.333333333333334,0.716262863795972,Wines,5.050000000000001,0.25250000000000006
4073,High-Value Loyalists,63564.0,72,1215,27,45.0,0.7392223622778462,Wines,157.60000000000002,7.880000000000002
6974,High-Value Loyalists,83443.0,54,1497,21,71.28571428571429,0.05845227624440291,Wines,21.850000000000023,1.0925000000000011
7938,Family-Oriented Regular Customers,51518.0,68,449,15,29.933333333333334,0.013702036045918168,Wines,20.0,1.0
7094,Family-Oriented Regular Customers,58330.0,51,1064,23,46.26086956521739,0.024294747084790937,Meat Products,72.05000000000001,3.602500000000001
3667,High-Value Loyalists,80952.0,57,1757,24,73.20833333333333,0.9969628999303868,Sweet Products,7.25,0.36250000000000004
7723,High-Value Loyalists,75507.0,47,1440,20,72.0,0.05141532517337058,Meat Products,116.75,5.8375
3870,High-Value Loyalists,63855.0,48,1006,23,43.73913043478261,0.44398169137190036,Meat Products,89.25,4.4625
4012,Family-Oriented Regular Customers,62220.0,54,1226,18,68.11111111111111,0.42638086226709626,Wines,239.6500000000001,11.982500000000005
5909,Family-Oriented Regular Customers,58512.0,62,1171,15,78.06666666666666,0.1834718740945637,Gold Products,10.0,0.5
10470,Budget Browsers,40662.0,47,92,6,15.333333333333334,0.5472228153501894,Fish Products,2.6,0.13
6488,Budget Browsers,38829.0,67,99,7,14.142857142857142,0.023223899969148355,Meat Products,7.9,0.395
10270,Budget Browsers,35523.0,45,66,6,11.0,0.26468941041610666,No strong recommendation,0.0,0.0
6887,Family-Oriented Regular Customers,79146.0,59,564,17,33.1764705882353,0.06300550295746722,Wines,39.0,1.9500000000000002
